raw_value,host,active,phishing_score,phishing_indicators,verified_phishing,content_hash,final_url,dns_resolved,http_active,http_status,ip_addresses,ssl_valid,filename,check_timestamp
custmail.icicibank.com.mcas.ms,custmail.icicibank.com.mcas.ms,True,50,BRAND_IMPERSONATION:bank|FORMS_FOUND:1|EXTERNAL_FORM_ACTION,True,6c00012ffdfe7c81,https://custmail.icicibank.com.mcas.ms,True,True,200.0,20.219.218.134,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
tricicinexpo.tk,tricicinexpo.tk,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
app.icicibank.top,app.icicibank.top,True,20,HIDDEN_IFRAMES,False,7ccfa13cecd6a83f,https://choto.click/vx/USOpVd4SCfHyDveV,True,True,200.0,"44.230.85.241,52.33.207.7",True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
m.icici-bank.com/,m.icici-bank.com,True,0,,False,,,True,False,,64.190.63.222,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
lokvicici.hippocamp.eu,lokvicici.hippocamp.eu,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
moneyworld.it.com,moneyworld.it.com,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icicihfc.ph,icicihfc.ph,True,15,INVALID_SSL,False,f91c798107ed2038,http://icicihfc.ph,True,True,200.0,45.79.222.138,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
iciinsurance.online,iciinsurance.online,True,0,,False,,,True,False,,27.124.125.171,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
iciciland.com,iciciland.com,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icbank-points.cfd,icbank-points.cfd,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
autoconfig.ciciprulife.com/,autoconfig.ciciprulife.com,True,0,,False,,,True,False,,"13.248.169.48,76.223.54.146",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icicibank.ru,icicibank.ru,True,35,BRAND_IMPERSONATION:bank|INVALID_SSL,False,ab79f09c6cc49085,http://icicibank.ru,True,True,200.0,"31.177.80.70,31.177.76.70",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
wiicicir.gq,wiicicir.gq,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
lclclc.lc,lclclc.lc,True,0,,False,,,True,False,,35.212.23.12,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icici.autopay.co/,icici.autopay.co,True,0,,False,11efc34750438ba7,https://icici.autopay.co,True,True,200.0,3.233.30.191,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icici-prudential-mutualfund-dev.conspire.app/,icici-prudential-mutualfund-dev.conspire.app,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icicivd.xyzb.netww.22fd810e.nip.io,icicivd.xyzb.netww.22fd810e.nip.io,True,0,,False,,,True,False,,34.253.129.14,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
yicici.space,yicici.space,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
ucicicillf.ga,ucicicillf.ga,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
bicici.net,bicici.net,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
mimicicicake.com,mimicicicake.com,True,10,FORMS_FOUND:3,False,66cb4efc890df8b0,https://www.mimicicicake.com/,True,True,200.0,217.21.73.176,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
ficicilarnesine.xyz,ficicilarnesine.xyz,True,0,,False,,,True,False,,"107.161.23.204,209.141.38.71,198.251.81.30",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
iciciacs.com,iciciacs.com,True,0,,False,3271f3cb7e2e180c,https://iciciacs.com,True,True,200.0,68.178.145.80,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
ww1.cictbank.com,ww1.cictbank.com,True,0,,False,,,True,False,,91.195.240.50,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icicbe.com,icicbe.com,True,0,,False,12aaa7c5f6e2944c,https://icicbe.com,True,True,200.0,154.211.14.101,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
iciciqiv.pages.dev/,iciciqiv.pages.dev,True,0,,False,a4fe78d694c2308d,https://iciciqiv.pages.dev,True,True,200.0,"172.66.47.187,172.66.44.69",True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
ricici.cn,ricici.cn,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
cicici.com,cicici.com,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
mimicicicake.com.kueulangtahunbogor.com,mimicicicake.com.kueulangtahunbogor.com,True,10,FORMS_FOUND:3,False,66cb4efc890df8b0,https://www.mimicicicake.com/,True,True,200.0,217.21.73.176,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
8394bcb5-9c53-4215-b9c3-2c70b159ccfa.icici.de/,8394bcb5-9c53-4215-b9c3-2c70b159ccfa.icici.de,True,0,,False,,,True,False,,185.53.177.54,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
ffsandusr0vcarduaticicibank.ngo.za,ffsandusr0vcarduaticicibank.ngo.za,True,0,,False,,,True,False,,127.0.0.1,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
bankicici.wuaze.com/?i=1,bankicici.wuaze.com,True,20,BRAND_IMPERSONATION:bank,False,a58a667554e4ef33,https://bankicici.wuaze.com,True,True,200.0,185.27.134.24,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
eticicibebe.xxx,eticicibebe.xxx,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
cixibank.cn,cixibank.cn,True,0,,False,,,True,False,,"154.39.190.208,154.212.246.85",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
iciholdings.com,iciholdings.com,True,15,INVALID_SSL,False,945ec77b780d1564,http://iciholdings.com,True,True,200.0,208.91.197.13,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icicibudgeting.magitt.com,icicibudgeting.magitt.com,True,0,,False,,,True,False,,35.200.155.191,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icicilombardhealthcare.com,icicilombardhealthcare.com,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
firstdataicici.magecomp.org,firstdataicici.magecomp.org,True,10,FORMS_FOUND:2,False,15ee038bed37594c,https://abandonedcart.magecomp.org/,True,True,200.0,"104.21.77.37,172.67.204.5",True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
isliciciea.shop,isliciciea.shop,True,0,,False,,,True,False,,162.255.119.143,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
scsignatureliving.com,scsignatureliving.com,True,10,FORMS_FOUND:1,False,994eee59f89d8cc4,https://scsignatureliving.com,True,True,200.0,169.60.143.86,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
cicicity.com,cicicity.com,True,0,,False,,,True,False,,207.148.248.143,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icici.trademantri.in,icici.trademantri.in,True,0,,False,,,True,False,,107.172.58.10,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
mekicici.fun,mekicici.fun,True,0,,False,,,True,False,,178.254.246.130,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
lclclcklc.xyz,lclclcklc.xyz,True,0,,False,,,True,False,,183.192.137.247,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
otticicio.com,otticicio.com,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
blicicil.app,blicicil.app,True,0,,False,,,True,False,,217.15.163.53,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
aicicia.com,aicicia.com,True,65,INVALID_SSL|FORMS_FOUND:1|HIDDEN_IFRAMES|EXTERNAL_FORM_ACTION,True,f8c8a6213fff3b85,http://aicicia.com,True,True,200.0,"194.9.94.86,194.9.94.85",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
aicicia.se,aicicia.se,True,65,INVALID_SSL|FORMS_FOUND:1|HIDDEN_IFRAMES|EXTERNAL_FORM_ACTION,True,f8c8a6213fff3b85,http://aicicia.se,True,True,200.0,"194.9.94.85,194.9.94.86",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
iciholdings.online,iciholdings.online,True,0,,False,5e075f4ff6ae261f,https://iciholdings.online,True,True,200.0,208.91.197.13,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icicivcs.co.in,icicivcs.co.in,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
es.icicibank.cn,es.icicibank.cn,True,35,BRAND_IMPERSONATION:bank|INVALID_SSL,False,ffcfde50fedf2020,http://es.icicibank.cn,True,True,200.0,170.33.12.185,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
cvicicizralok.com,cvicicizralok.com,True,0,,False,,,True,False,,192.64.119.37,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icicibankservices.com,icicibankservices.com,True,20,BRAND_IMPERSONATION:bank,False,e28b487b07971cd5,https://www.icicibankservices.com/,True,True,404.0,64.99.64.37,True,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icicilbank.vip,icicilbank.vip,True,0,,False,,,True,False,,"172.67.194.178,104.21.12.134",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
iciciiibank.cc,iciciiibank.cc,True,0,,False,,,True,False,,"172.67.216.117,104.21.24.20",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
dicicip.com/,dicicip.com,True,0,,False,,,True,False,,103.150.196.21,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
iciciinbank.sbs,iciciinbank.sbs,True,0,,False,,,True,False,,"172.67.133.65,104.21.5.94",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
micicipi.ir,micicipi.ir,False,0,,False,,,False,False,,,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
apps.cicink.com,apps.cicink.com,True,0,,False,,,True,False,,12.159.249.246,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
icici.autonetic.com,icici.autonetic.com,True,0,,False,,,True,False,,"103.80.157.11,103.80.158.11",False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
cicici.site,cicici.site,True,0,,False,,,True,False,,14.145.223.41,False,Mock_Data_01_08_2025.xlsx,2025-10-04T20:48:22.925144
https://www.facebook.com/people/PNB-Bank-Net-Banking-Mobile-Banking-Only/61578974739284  ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,2f37da6e16624768,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61577269178349,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,6218f6a033185b5a,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/Apply-For-PNB-RuPay-Platinum-Credit-Card-Online-Apply/61579294401992 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,7c166279740a4aff,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61558166033386,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,04bd28f9f54d30d1,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61575904306472,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,3def4f11ded0cb35,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61553428010056,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,c7e2bc9a7acca518,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/Pnb-RuPay-Platinum-Credit-Card/61579386727090  ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,0bc50735af0b8af8,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61572611497679,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,3c6867c47d43856f,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61573030617723,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,f66fdadda9a2251f,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/PNB-NET/61577963423518 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,aa32e792024cf25d,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61576885105966,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,6bc3cdf66646094a,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61576300509171,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,e124e3d4a6eaf0fb,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61572014626100,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,e494aff6ee122e6b,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61555728422808,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,b47522e1ba96d7c1,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61576915637956,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,59288ee3a7c5dfa1,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61574864212555,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,80f0cfb113f24bd8,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61577891356647,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,000c8f9bac640f82,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61576785404956,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,1a9cedbba3c70463,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61573773273541,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,8befb765dd9df682,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/punjabnationalb?igsh=MTg2bTBha2V2eDE4cQ==,instagram.com,True,0,,False,10fcb9e622d49668,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/Activate-PNB-ONE/61579296115124 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,72d37eebb4c0b0c1,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/Apply-For-PNB-Rupay-Credit-Card-Online/61579331522620  ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,f8e0ca70e1cfd963,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61553020032621,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,c08694c1722292e3,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/Apply-RuPay-Credit-Cards/61577999908052 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,64660e96d8fe6127,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61550249288822,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,480af3420ade7474,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/punjabnational?igsh=MXVpbTd0NW9ia3g3OQ==,instagram.com,True,0,,False,1adcdf4d8ce31970,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61559935624518,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,6010fa4d1bbe9e90,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61578078697705,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,03d3c69eea3ee0bd,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61572976324741,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,e4e5bc9e8cd0c42a,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/punjab_national_bank5741?igsh=MWYwcGlnNGpmNHJkYw==,instagram.com,True,0,,False,d8fa4b1b45cc2c1f,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/punjabnational652?igsh=MXhteDlvcjA0a2tiaA== ,instagram.com,True,0,,False,106cc9d501a98070,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/bajashoo?igsh=NmZxd2dyYXJ4MTNu,instagram.com,True,0,,False,a38c3aadff5fd0ff,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61553398986448,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,5544f2b97049ee2b,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61576941451324,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,00b6f5512961617d,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/punjab_national_bank_of_india?igsh=Mzk2ZTF5aG5rb3dp,instagram.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,12041bf8c867c72b,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61553384618716,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,c6aa83aae8052969,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61568595486417,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,7145ba2419c59e32,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/technical0707?igsh=NmZvdGFqM3pnOGxu,instagram.com,True,0,,False,87ac331a15df21f6,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100095361466509,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,2ba3d2a38ee057d1,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61552394707632,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,c6ede5d04f3389f4,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/PNB-Retired-Employee-Card/61578946304227  ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,dc1fd01a169d1647,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/PNB-One-Active/61576973874050/,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,269a2ccbff08a2a0,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61563182699555,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,e573b72b32f913a5,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61558911426289,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,6fdd21746ce7ae5c,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/Apply-For-PNB-RuPay-Credit-Card-Lifetime-Free/61579260051426 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,f949d4e78fce5c49,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61576736957867,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,1eebd50e75880714,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61566581601873 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,62a20cb755a8cad3,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/Career-of-freshers/61578780159022  ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,cf480f6dc611dede,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/Apply-For-PNB-Rupay-Credit-Card-Online/61578320516841 ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,6e15e303c9be2dde,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/pnb-one-registration/61579178840263  ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,a4e47af92f76fcaa,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61575259294705,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,b0bd21201092ce45,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61565142936497,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,54a1cdfcd6c5b613,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.instagram.com/punjabnationalbank.com.govt?igsh=MWlna2FxcWN6M29mMA==,instagram.com,True,0,,False,9559aa2239dbebbf,https://www.instagram.com/,True,True,200.0,157.240.239.174,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61550798244848,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,47ea087ce7b6b55a,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=61577030060233,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,a53b5d90dbbeeeca,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/people/Apply-for-PNB-Rupay-Platinum-Credit-Card/61579382978477  ,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,5dae552033d6ef40,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
https://www.facebook.com/profile.php?id=100095385375023,facebook.com,True,25,FORMS_FOUND:1|PASSWORD_INPUT_FOUND,False,d30ff255ae30ce21,https://www.facebook.com/,True,True,200.0,157.240.239.35,True,Mock_Data_03_09_2025.xlsx,2025-10-04T20:49:52.932209
